,file_path,emotion
148,data/RAVDESS/Actor_03\03-01-05-01-01-01-03.wav,angry
149,data/RAVDESS/Actor_03\03-01-05-01-01-02-03.wav,angry
150,data/RAVDESS/Actor_03\03-01-05-01-02-01-03.wav,angry
151,data/RAVDESS/Actor_03\03-01-05-01-02-02-03.wav,angry
152,data/RAVDESS/Actor_03\03-01-05-02-01-01-03.wav,angry
153,data/RAVDESS/Actor_03\03-01-05-02-01-02-03.wav,angry
154,data/RAVDESS/Actor_03\03-01-05-02-02-01-03.wav,angry
155,data/RAVDESS/Actor_03\03-01-05-02-02-02-03.wav,angry
156,data/RAVDESS/Actor_03\03-01-06-01-01-01-03.wav,fear
157,data/RAVDESS/Actor_03\03-01-06-01-01-02-03.wav,fear
158,data/RAVDESS/Actor_03\03-01-06-01-02-01-03.wav,fear
159,data/RAVDESS/Actor_03\03-01-06-01-02-02-03.wav,fear
160,data/RAVDESS/Actor_03\03-01-06-02-01-01-03.wav,fear
161,data/RAVDESS/Actor_03\03-01-06-02-01-02-03.wav,fear
162,data/RAVDESS/Actor_03\03-01-06-02-02-01-03.wav,fear
163,data/RAVDESS/Actor_03\03-01-06-02-02-02-03.wav,fear
164,data/RAVDESS/Actor_03\03-01-07-01-01-01-03.wav,disgust
165,data/RAVDESS/Actor_03\03-01-07-01-01-02-03.wav,disgust
166,data/RAVDESS/Actor_03\03-01-07-01-02-01-03.wav,disgust
167,data/RAVDESS/Actor_03\03-01-07-01-02-02-03.wav,disgust
168,data/RAVDESS/Actor_03\03-01-07-02-01-01-03.wav,disgust
169,data/RAVDESS/Actor_03\03-01-07-02-01-02-03.wav,disgust
170,data/RAVDESS/Actor_03\03-01-07-02-02-01-03.wav,disgust
171,data/RAVDESS/Actor_03\03-01-07-02-02-02-03.wav,disgust
172,data/RAVDESS/Actor_03\03-01-08-01-01-01-03.wav,surprised
173,data/RAVDESS/Actor_03\03-01-08-01-01-02-03.wav,surprised
174,data/RAVDESS/Actor_03\03-01-08-01-02-01-03.wav,surprised
175,data/RAVDESS/Actor_03\03-01-08-01-02-02-03.wav,surprised
176,data/RAVDESS/Actor_03\03-01-08-02-01-01-03.wav,surprised
177,data/RAVDESS/Actor_03\03-01-08-02-01-02-03.wav,surprised
178,data/RAVDESS/Actor_03\03-01-08-02-02-01-03.wav,surprised
179,data/RAVDESS/Actor_03\03-01-08-02-02-02-03.wav,surprised
180,data/RAVDESS/Actor_04\03-01-01-01-01-01-04.wav,neutral
181,data/RAVDESS/Actor_04\03-01-01-01-01-02-04.wav,neutral
182,data/RAVDESS/Actor_04\03-01-01-01-02-01-04.wav,neutral
183,data/RAVDESS/Actor_04\03-01-01-01-02-02-04.wav,neutral
184,data/RAVDESS/Actor_04\03-01-02-01-01-01-04.wav,neutral
185,data/RAVDESS/Actor_04\03-01-02-01-01-02-04.wav,neutral
186,data/RAVDESS/Actor_04\03-01-02-01-02-01-04.wav,neutral
187,data/RAVDESS/Actor_04\03-01-02-01-02-02-04.wav,neutral
188,data/RAVDESS/Actor_04\03-01-02-02-01-01-04.wav,neutral
189,data/RAVDESS/Actor_04\03-01-02-02-01-02-04.wav,neutral
190,data/RAVDESS/Actor_04\03-01-02-02-02-01-04.wav,neutral
191,data/RAVDESS/Actor_04\03-01-02-02-02-02-04.wav,neutral
192,data/RAVDESS/Actor_04\03-01-03-01-01-01-04.wav,happy
193,data/RAVDESS/Actor_04\03-01-03-01-01-02-04.wav,happy
194,data/RAVDESS/Actor_04\03-01-03-01-02-01-04.wav,happy
195,data/RAVDESS/Actor_04\03-01-03-01-02-02-04.wav,happy
196,data/RAVDESS/Actor_04\03-01-03-02-01-01-04.wav,happy
197,data/RAVDESS/Actor_04\03-01-03-02-01-02-04.wav,happy
198,data/RAVDESS/Actor_04\03-01-03-02-02-01-04.wav,happy
199,data/RAVDESS/Actor_04\03-01-03-02-02-02-04.wav,happy
200,data/RAVDESS/Actor_04\03-01-04-01-01-01-04.wav,sad
201,data/RAVDESS/Actor_04\03-01-04-01-01-02-04.wav,sad
202,data/RAVDESS/Actor_04\03-01-04-01-02-01-04.wav,sad
203,data/RAVDESS/Actor_04\03-01-04-01-02-02-04.wav,sad
204,data/RAVDESS/Actor_04\03-01-04-02-01-01-04.wav,sad
205,data/RAVDESS/Actor_04\03-01-04-02-01-02-04.wav,sad
206,data/RAVDESS/Actor_04\03-01-04-02-02-01-04.wav,sad
207,data/RAVDESS/Actor_04\03-01-04-02-02-02-04.wav,sad
208,data/RAVDESS/Actor_04\03-01-05-01-01-01-04.wav,angry
209,data/RAVDESS/Actor_04\03-01-05-01-01-02-04.wav,angry
210,data/RAVDESS/Actor_04\03-01-05-01-02-01-04.wav,angry
211,data/RAVDESS/Actor_04\03-01-05-01-02-02-04.wav,angry
212,data/RAVDESS/Actor_04\03-01-05-02-01-01-04.wav,angry
213,data/RAVDESS/Actor_04\03-01-05-02-01-02-04.wav,angry
214,data/RAVDESS/Actor_04\03-01-05-02-02-01-04.wav,angry
215,data/RAVDESS/Actor_04\03-01-05-02-02-02-04.wav,angry
216,data/RAVDESS/Actor_04\03-01-06-01-01-01-04.wav,fear
217,data/RAVDESS/Actor_04\03-01-06-01-01-02-04.wav,fear
218,data/RAVDESS/Actor_04\03-01-06-01-02-01-04.wav,fear
219,data/RAVDESS/Actor_04\03-01-06-01-02-02-04.wav,fear
220,data/RAVDESS/Actor_04\03-01-06-02-01-01-04.wav,fear
221,data/RAVDESS/Actor_04\03-01-06-02-01-02-04.wav,fear
222,data/RAVDESS/Actor_04\03-01-06-02-02-01-04.wav,fear
223,data/RAVDESS/Actor_04\03-01-06-02-02-02-04.wav,fear
224,data/RAVDESS/Actor_04\03-01-07-01-01-01-04.wav,disgust
225,data/RAVDESS/Actor_04\03-01-07-01-01-02-04.wav,disgust
226,data/RAVDESS/Actor_04\03-01-07-01-02-01-04.wav,disgust
227,data/RAVDESS/Actor_04\03-01-07-01-02-02-04.wav,disgust
228,data/RAVDESS/Actor_04\03-01-07-02-01-01-04.wav,disgust
229,data/RAVDESS/Actor_04\03-01-07-02-01-02-04.wav,disgust
230,data/RAVDESS/Actor_04\03-01-07-02-02-01-04.wav,disgust
231,data/RAVDESS/Actor_04\03-01-07-02-02-02-04.wav,disgust
232,data/RAVDESS/Actor_04\03-01-08-01-01-01-04.wav,surprised
233,data/RAVDESS/Actor_04\03-01-08-01-01-02-04.wav,surprised
234,data/RAVDESS/Actor_04\03-01-08-01-02-01-04.wav,surprised
235,data/RAVDESS/Actor_04\03-01-08-01-02-02-04.wav,surprised
236,data/RAVDESS/Actor_04\03-01-08-02-01-01-04.wav,surprised
237,data/RAVDESS/Actor_04\03-01-08-02-01-02-04.wav,surprised
238,data/RAVDESS/Actor_04\03-01-08-02-02-01-04.wav,surprised
239,data/RAVDESS/Actor_04\03-01-08-02-02-02-04.wav,surprised
240,data/RAVDESS/Actor_05\03-01-01-01-01-01-05.wav,neutral
241,data/RAVDESS/Actor_05\03-01-01-01-01-02-05.wav,neutral
242,data/RAVDESS/Actor_05\03-01-01-01-02-01-05.wav,neutral
243,data/RAVDESS/Actor_05\03-01-01-01-02-02-05.wav,neutral
244,data/RAVDESS/Actor_05\03-01-02-01-01-01-05.wav,neutral
245,data/RAVDESS/Actor_05\03-01-02-01-01-02-05.wav,neutral
246,data/RAVDESS/Actor_05\03-01-02-01-02-01-05.wav,neutral
247,data/RAVDESS/Actor_05\03-01-02-01-02-02-05.wav,neutral
248,data/RAVDESS/Actor_05\03-01-02-02-01-01-05.wav,neutral
249,data/RAVDESS/Actor_05\03-01-02-02-01-02-05.wav,neutral
250,data/RAVDESS/Actor_05\03-01-02-02-02-01-05.wav,neutral
251,data/RAVDESS/Actor_05\03-01-02-02-02-02-05.wav,neutral
252,data/RAVDESS/Actor_05\03-01-03-01-01-01-05.wav,happy
253,data/RAVDESS/Actor_05\03-01-03-01-01-02-05.wav,happy
254,data/RAVDESS/Actor_05\03-01-03-01-02-01-05.wav,happy
255,data/RAVDESS/Actor_05\03-01-03-01-02-02-05.wav,happy
256,data/RAVDESS/Actor_05\03-01-03-02-01-01-05.wav,happy
257,data/RAVDESS/Actor_05\03-01-03-02-01-02-05.wav,happy
258,data/RAVDESS/Actor_05\03-01-03-02-02-01-05.wav,happy
259,data/RAVDESS/Actor_05\03-01-03-02-02-02-05.wav,happy
260,data/RAVDESS/Actor_05\03-01-04-01-01-01-05.wav,sad
261,data/RAVDESS/Actor_05\03-01-04-01-01-02-05.wav,sad
262,data/RAVDESS/Actor_05\03-01-04-01-02-01-05.wav,sad
263,data/RAVDESS/Actor_05\03-01-04-01-02-02-05.wav,sad
264,data/RAVDESS/Actor_05\03-01-04-02-01-01-05.wav,sad
265,data/RAVDESS/Actor_05\03-01-04-02-01-02-05.wav,sad
266,data/RAVDESS/Actor_05\03-01-04-02-02-01-05.wav,sad
267,data/RAVDESS/Actor_05\03-01-04-02-02-02-05.wav,sad
268,data/RAVDESS/Actor_05\03-01-05-01-01-01-05.wav,angry
269,data/RAVDESS/Actor_05\03-01-05-01-01-02-05.wav,angry
270,data/RAVDESS/Actor_05\03-01-05-01-02-01-05.wav,angry
271,data/RAVDESS/Actor_05\03-01-05-01-02-02-05.wav,angry
272,data/RAVDESS/Actor_05\03-01-05-02-01-01-05.wav,angry
273,data/RAVDESS/Actor_05\03-01-05-02-01-02-05.wav,angry
274,data/RAVDESS/Actor_05\03-01-05-02-02-01-05.wav,angry
275,data/RAVDESS/Actor_05\03-01-05-02-02-02-05.wav,angry
276,data/RAVDESS/Actor_05\03-01-06-01-01-01-05.wav,fear
277,data/RAVDESS/Actor_05\03-01-06-01-01-02-05.wav,fear
278,data/RAVDESS/Actor_05\03-01-06-01-02-01-05.wav,fear
279,data/RAVDESS/Actor_05\03-01-06-01-02-02-05.wav,fear
280,data/RAVDESS/Actor_05\03-01-06-02-01-01-05.wav,fear
281,data/RAVDESS/Actor_05\03-01-06-02-01-02-05.wav,fear
282,data/RAVDESS/Actor_05\03-01-06-02-02-01-05.wav,fear
283,data/RAVDESS/Actor_05\03-01-06-02-02-02-05.wav,fear
284,data/RAVDESS/Actor_05\03-01-07-01-01-01-05.wav,disgust
285,data/RAVDESS/Actor_05\03-01-07-01-01-02-05.wav,disgust
286,data/RAVDESS/Actor_05\03-01-07-01-02-01-05.wav,disgust
287,data/RAVDESS/Actor_05\03-01-07-01-02-02-05.wav,disgust
288,data/RAVDESS/Actor_05\03-01-07-02-01-01-05.wav,disgust
289,data/RAVDESS/Actor_05\03-01-07-02-01-02-05.wav,disgust
290,data/RAVDESS/Actor_05\03-01-07-02-02-01-05.wav,disgust
291,data/RAVDESS/Actor_05\03-01-07-02-02-02-05.wav,disgust
292,data/RAVDESS/Actor_05\03-01-08-01-01-01-05.wav,surprised
293,data/RAVDESS/Actor_05\03-01-08-01-01-02-05.wav,surprised
294,data/RAVDESS/Actor_05\03-01-08-01-02-01-05.wav,surprised
295,data/RAVDESS/Actor_05\03-01-08-01-02-02-05.wav,surprised
296,data/RAVDESS/Actor_05\03-01-08-02-01-01-05.wav,surprised
297,data/RAVDESS/Actor_05\03-01-08-02-01-02-05.wav,surprised
298,data/RAVDESS/Actor_05\03-01-08-02-02-01-05.wav,surprised
299,data/RAVDESS/Actor_05\03-01-08-02-02-02-05.wav,surprised
300,data/RAVDESS/Actor_06\03-01-01-01-01-01-06.wav,neutral
301,data/RAVDESS/Actor_06\03-01-01-01-01-02-06.wav,neutral
302,data/RAVDESS/Actor_06\03-01-01-01-02-01-06.wav,neutral
303,data/RAVDESS/Actor_06\03-01-01-01-02-02-06.wav,neutral
304,data/RAVDESS/Actor_06\03-01-02-01-01-01-06.wav,neutral
305,data/RAVDESS/Actor_06\03-01-02-01-01-02-06.wav,neutral
306,data/RAVDESS/Actor_06\03-01-02-01-02-01-06.wav,neutral
307,data/RAVDESS/Actor_06\03-01-02-01-02-02-06.wav,neutral
308,data/RAVDESS/Actor_06\03-01-02-02-01-01-06.wav,neutral
309,data/RAVDESS/Actor_06\03-01-02-02-01-02-06.wav,neutral
310,data/RAVDESS/Actor_06\03-01-02-02-02-01-06.wav,neutral
311,data/RAVDESS/Actor_06\03-01-02-02-02-02-06.wav,neutral
312,data/RAVDESS/Actor_06\03-01-03-01-01-01-06.wav,happy
313,data/RAVDESS/Actor_06\03-01-03-01-01-02-06.wav,happy
314,data/RAVDESS/Actor_06\03-01-03-01-02-01-06.wav,happy
315,data/RAVDESS/Actor_06\03-01-03-01-02-02-06.wav,happy
316,data/RAVDESS/Actor_06\03-01-03-02-01-01-06.wav,happy
317,data/RAVDESS/Actor_06\03-01-03-02-01-02-06.wav,happy
318,data/RAVDESS/Actor_06\03-01-03-02-02-01-06.wav,happy
319,data/RAVDESS/Actor_06\03-01-03-02-02-02-06.wav,happy
320,data/RAVDESS/Actor_06\03-01-04-01-01-01-06.wav,sad
321,data/RAVDESS/Actor_06\03-01-04-01-01-02-06.wav,sad
322,data/RAVDESS/Actor_06\03-01-04-01-02-01-06.wav,sad
323,data/RAVDESS/Actor_06\03-01-04-01-02-02-06.wav,sad
324,data/RAVDESS/Actor_06\03-01-04-02-01-01-06.wav,sad
325,data/RAVDESS/Actor_06\03-01-04-02-01-02-06.wav,sad
326,data/RAVDESS/Actor_06\03-01-04-02-02-01-06.wav,sad
327,data/RAVDESS/Actor_06\03-01-04-02-02-02-06.wav,sad
328,data/RAVDESS/Actor_06\03-01-05-01-01-01-06.wav,angry
329,data/RAVDESS/Actor_06\03-01-05-01-01-02-06.wav,angry
330,data/RAVDESS/Actor_06\03-01-05-01-02-01-06.wav,angry
331,data/RAVDESS/Actor_06\03-01-05-01-02-02-06.wav,angry
332,data/RAVDESS/Actor_06\03-01-05-02-01-01-06.wav,angry
333,data/RAVDESS/Actor_06\03-01-05-02-01-02-06.wav,angry
334,data/RAVDESS/Actor_06\03-01-05-02-02-01-06.wav,angry
335,data/RAVDESS/Actor_06\03-01-05-02-02-02-06.wav,angry
336,data/RAVDESS/Actor_06\03-01-06-01-01-01-06.wav,fear
337,data/RAVDESS/Actor_06\03-01-06-01-01-02-06.wav,fear
338,data/RAVDESS/Actor_06\03-01-06-01-02-01-06.wav,fear
339,data/RAVDESS/Actor_06\03-01-06-01-02-02-06.wav,fear
340,data/RAVDESS/Actor_06\03-01-06-02-01-01-06.wav,fear
341,data/RAVDESS/Actor_06\03-01-06-02-01-02-06.wav,fear
342,data/RAVDESS/Actor_06\03-01-06-02-02-01-06.wav,fear
343,data/RAVDESS/Actor_06\03-01-06-02-02-02-06.wav,fear
344,data/RAVDESS/Actor_06\03-01-07-01-01-01-06.wav,disgust
345,data/RAVDESS/Actor_06\03-01-07-01-01-02-06.wav,disgust
346,data/RAVDESS/Actor_06\03-01-07-01-02-01-06.wav,disgust
347,data/RAVDESS/Actor_06\03-01-07-01-02-02-06.wav,disgust
348,data/RAVDESS/Actor_06\03-01-07-02-01-01-06.wav,disgust
349,data/RAVDESS/Actor_06\03-01-07-02-01-02-06.wav,disgust
350,data/RAVDESS/Actor_06\03-01-07-02-02-01-06.wav,disgust
351,data/RAVDESS/Actor_06\03-01-07-02-02-02-06.wav,disgust
352,data/RAVDESS/Actor_06\03-01-08-01-01-01-06.wav,surprised
353,data/RAVDESS/Actor_06\03-01-08-01-01-02-06.wav,surprised
354,data/RAVDESS/Actor_06\03-01-08-01-02-01-06.wav,surprised
355,data/RAVDESS/Actor_06\03-01-08-01-02-02-06.wav,surprised
356,data/RAVDESS/Actor_06\03-01-08-02-01-01-06.wav,surprised
357,data/RAVDESS/Actor_06\03-01-08-02-01-02-06.wav,surprised
358,data/RAVDESS/Actor_06\03-01-08-02-02-01-06.wav,surprised
359,data/RAVDESS/Actor_06\03-01-08-02-02-02-06.wav,surprised
360,data/RAVDESS/Actor_07\03-01-01-01-01-01-07.wav,neutral
361,data/RAVDESS/Actor_07\03-01-01-01-01-02-07.wav,neutral
362,data/RAVDESS/Actor_07\03-01-01-01-02-01-07.wav,neutral
363,data/RAVDESS/Actor_07\03-01-01-01-02-02-07.wav,neutral
364,data/RAVDESS/Actor_07\03-01-02-01-01-01-07.wav,neutral
365,data/RAVDESS/Actor_07\03-01-02-01-01-02-07.wav,neutral
366,data/RAVDESS/Actor_07\03-01-02-01-02-01-07.wav,neutral
367,data/RAVDESS/Actor_07\03-01-02-01-02-02-07.wav,neutral
368,data/RAVDESS/Actor_07\03-01-02-02-01-01-07.wav,neutral
369,data/RAVDESS/Actor_07\03-01-02-02-01-02-07.wav,neutral
370,data/RAVDESS/Actor_07\03-01-02-02-02-01-07.wav,neutral
371,data/RAVDESS/Actor_07\03-01-02-02-02-02-07.wav,neutral
372,data/RAVDESS/Actor_07\03-01-03-01-01-01-07.wav,happy
